Wavelength,Intensity
392.27272727272725,13.483146067415731
393.54545454545456,13.483146067415731
394.8181818181818,15.730337078651685
396.0909090909091,20.224719101123597
397.3636363636364,28.089887640449437
398.6363636363636,22.47191011235955
399.9090909090909,38.20224719101123
401.1818181818182,40.449438202247194
402.4545454545455,46.06741573033709
403.72727272727275,56.17977528089889
405.0,76.40449438202248
406.27272727272725,95.5056179775281
407.54545454545456,115.7303370786517
408.8181818181818,138.20224719101125
410.0909090909091,131.46067415730337
411.3636363636364,133.7078651685393
412.6363636363636,131.46067415730337
413.9090909090909,137.07865168539325
415.1818181818182,137.07865168539325
416.4545454545455,141.5730337078652
417.72727272727275,134.8314606741573
419.0,144.9438202247191
420.27272727272725,139.32584269662922
421.54545454545456,147.19101123595505
422.8181818181818,142.69662921348316
424.0909090909091,148.31460674157304
425.3636363636364,146.0674157303371
426.6363636363636,148.31460674157304
427.9090909090909,134.8314606741573
429.1818181818182,130.3370786516854
430.45454545454544,124.71910112359552
431.72727272727275,120.2247191011236
433.0,116.85393258426966
434.27272727272725,119.10112359550564
435.54545454545456,114.60674157303372
436.8181818181818,122.47191011235957
438.0909090909091,117.97752808988764
439.3636363636364,121.34831460674158
440.6363636363636,115.7303370786517
441.9090909090909,115.7303370786517
443.1818181818182,120.2247191011236
444.45454545454544,117.97752808988764
445.72727272727275,113.48314606741573
447.0,116.85393258426966
448.27272727272725,114.60674157303372
449.54545454545456,119.10112359550564
450.8181818181818,116.85393258426966
452.0909090909091,117.97752808988764
453.3636363636364,114.60674157303372
454.6363636363636,123.59550561797752
455.9090909090909,115.7303370786517
457.1818181818182,113.48314606741573
458.45454545454544,113.48314606741573
459.72727272727275,115.7303370786517
461.0,112.35955056179778
462.27272727272725,114.60674157303372
463.54545454545456,124.71910112359552
464.8181818181818,112.35955056179778
466.0909090909091,119.10112359550564
467.3636363636364,115.7303370786517
468.6363636363636,121.34831460674158
469.9090909090909,122.47191011235957
471.1818181818182,120.2247191011236
472.45454545454544,128.08988764044943
473.72727272727275,135.9550561797753
475.0,124.71910112359552
476.27272727272725,137.07865168539325
477.54545454545456,134.8314606741573
478.8181818181818,134.8314606741573
480.0909090909091,132.58426966292137
481.3636363636364,135.9550561797753
482.6363636363636,134.8314606741573
483.9090909090909,140.4494382022472
485.1818181818182,137.07865168539325
486.45454545454544,142.69662921348316
487.72727272727275,139.32584269662922
489.0,132.58426966292137
490.27272727272725,128.08988764044943
491.54545454545456,119.10112359550564
492.8181818181818,102.24719101123597
494.0909090909091,100.0
495.3636363636364,92.13483146067418
496.6363636363636,87.64044943820225
497.9090909090909,77.52808988764045
499.1818181818182,73.03370786516855
500.45454545454544,66.29213483146069
501.72727272727275,74.15730337078652
503.0,73.03370786516855
504.27272727272725,66.29213483146069
505.54545454545456,67.41573033707866
506.8181818181818,58.42696629213483
508.0909090909091,58.42696629213483
509.3636363636364,56.17977528089889
510.6363636363636,57.30337078651686
511.9090909090909,58.42696629213483
513.1818181818181,50.56179775280899
514.4545454545455,55.056179775280896
